doc_id,expectation,mention_text
19361602,0.997,'0.05'
19361602,0.998,'0.05'
19361602,1,'0.05'
19361602,0.999,'0.05'
19361800,1,'0.882'
19361800,0.998,'0.560'
19361800,1,'0.001'
19361800,0.998,'0.514'
18778865,0.995,'0.002'
18778865,0.995,'0.01'
18778865,0.99,'0.004'
18778865,0.999,'0.001'
18778865,0.996,'0.001'
18778865,0.999,'0.01'
18778865,1,'0.003'
18778865,0.996,'0.78'
18778865,1,'0.033'
19540640,0.999,'0.9'
19540640,0.997,'0.5'
19540640,0.999,'0.9'
19540640,0.999,'0.5'
19540640,0.998,'0.8'
19540640,0.921,'0.25'
19540640,1,'0.03'
19540640,0.997,'0.001'
19540640,0.99,'0.006'
19540640,0.998,'0.05'
19540640,0.999,'0.001'
19540640,0.996,'0.01'
19540640,0.999,'0.001'
19540640,0.999,'0.1'
19540640,1,'0.03'
19540640,0.996,'0.1'
19540640,0.982,'0.9'
19540640,0.982,'0.1'
19540640,0.977,'0.03'
19540640,1,'0.1'
19540640,0.998,'0.2'
20206456,0.999,'0.02'
20206456,1,'0.44'
20206456,0.998,'0.007'
20206456,1,'0.0002'
20206456,0.999,'0.02'
20206456,1,'0.008'
20206456,0.998,'0.61'
20206456,1,'0.35'
20206456,0.999,'0.0004'
20206456,0.999,'0.002'
20206456,0.999,'0.001'
20206456,0.997,'0.005'
20206456,0.998,'0.25'
18801639,1,'0.05'
18801639,0.999,'0.01'
18801639,1,'0.46'
18801639,0.993,'0.03'
18801639,0.996,'0.03'
18801639,1,'0.01'
18801639,0.999,'0.01'
18801639,1,'0.04'
18801639,1,'0.02'
19801026,1,'0.001'
19801026,1,'0.001'
19801026,0.998,'0.014'
19801026,0.999,'0.011'
19801026,0.998,'0.2'
19801026,0.999,'0.1'
19801026,1,'0.5'
19801026,1,'0.9'
19801026,0.995,'0.99'
19801026,0.998,'0.5'
19423108,0.999,'0.03'
19423108,0.998,'0.001'
19423108,1,'0.46'
19423108,0.999,'0.088'
19423108,0.998,'0.94'
19423108,0.997,'0.73'
19423108,1,'0.04'
19423108,0.996,'0.41'
19423108,1,'0.96'
19423108,0.999,'0.04'
19423108,0.997,'0.04'
19423108,1,'0.02'
19423108,0.997,'0.01'
19423108,0.999,'0.01'
19423108,0.998,'0.02'
19567493,1,'0.38'
19567493,1,'0.01'
19567493,0.999,'0.47'
19567493,0.998,'0.08'
19567493,0.997,'0.002'
19567493,1,'0.007'
19567493,1,'0.009'
19567493,0.999,'0.08'
19567493,0.999,'0.005'
19567493,1,'0.03'
19567493,1,'0.03'
19567493,0.999,'0.007'
19567493,1,'0.009'
19567493,0.998,'0.06'
19567493,1,'0.05'
19567493,0.999,'0.09'
19567493,1,'0.03'
19567493,1,'0.01'
19567493,0.996,'0.002'
19567493,1,'0.007'
19567493,0.998,'0.08'
19567493,0.994,'0.08'
19567493,0.999,'0.005'
19567493,0.999,'0.03'
21147026,0.999,'0.001'
19427263,0.992,'0.04'
19427263,0.988,'0.003'
19427263,0.992,'0.4'
19427263,0.999,'0.03'
19179111,1,'0.05'
19179111,1,'0.01'
19567496,1,'0.03'
19567496,1,'0.04'
19567496,0.99,'0.04'
18829212,1,'0.314'
18829212,0.999,'0.01'
18829212,0.997,'0.79'
18829212,0.999,'0.73'
19460612,0.998,'0.001'
19460612,0.999,'0.001'
19460612,1,'0.001'
19460612,1,'0.005'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,0.998,'0.001'
19460612,1,'0.009'
19460612,0.999,'0.001'
19460612,0.999,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,1,'0.001'
19460612,0.998,'0.001'
19460612,1,'0.001'
19460612,0.959,'0.05'
19460612,0.998,'0.001'
19460612,0.999,'0.001'
19216014,0.999,'0.4'
19216014,0.994,'0.001'
19216014,0.997,'0.001'
19216014,1,'0.02'
19216014,0.999,'0.001'
19216014,0.999,'0.001'
19216014,0.986,'0.02'
19216014,0.985,'0.3'
19216014,0.998,'0.05'
19216014,0.999,'0.03'
19216014,0.986,'0.008'
19216014,1,'0.008'
19216014,0.999,'0.1'
19216014,0.999,'0.01'
19216014,1,'0.001'
19216014,0.996,'0.001'
19628185,0.998,'0.0001'
19628185,0.999,'0.002'
19628185,1,'0.0008'
19628185,0.999,'0.0008'
19628185,1,'0.0001'
19628185,1,'0.0001'
19628185,1,'0.0001'
19628185,0.999,'0.0001'
19628185,0.994,'0.05'
19628185,1,'0.0001'
19628185,1,'0.0001'
21147026,1,'0.08'
21147026,0.997,'0.04'
21147026,0.996,'0.05'
21147026,1,'0.04'
21147026,1,'0.02'
19890274,0.991,'0.067'
19890274,0.988,'0.249'
19890274,0.992,'0.040'
19890274,0.956,'0.265'
19890274,0.99,'0.674'
19890274,0.999,'0.001'
19890274,0.99,'0.643'
19890274,0.991,'0.011'
19890274,0.999,'0.028'
19890274,1,'0.001'
19890274,1,'0.001'
19890274,1,'0.042'
19890274,1,'0.009'
19890274,1,'0.002'
19890274,0.999,'0.046'
19890274,0.999,'0.015'
19890274,1,'0.003'
19890274,0.887,'0.99'
19890274,0.999,'0.004'
22197474,0.983,'0.02'
22197474,1,'0.0511'
23036149,1,'0.16'
23036149,0.999,'0.001'
23036149,0.999,'0.92'
23036149,1,'0.003'
23036149,1,'0.47'
8769497,1,'0.0088'
8769497,0.996,'0.0066'
8769497,0.999,'0.05'
8769497,0.999,'0.05'
21791325,1,'0.4'
21791325,1,'0.001'
21791325,1,'0.001'
21791325,1,'0.07'
21791325,0.999,'0.046'
21791325,1,'0.02'
22281249,0.997,'0.0001'
22281249,0.999,'0.001'
22281249,1,'0.12'
22281249,0.999,'0.0049'
22281249,0.997,'0.01'
22281249,1,'0.0987'
22281249,0.999,'0.05'
22281249,1,'0.001'
22281249,1,'0.001'
22281249,0.999,'0.517'
22281249,0.995,'0.049'
22281249,1,'0.006'
22281249,1,'0.05'
22281249,0.998,'0.001'
22281249,1,'0.43'
22281249,1,'0.001'
22281249,0.993,'0.0002'
22281249,0.995,'0.0001'
21835321,0.999,'0.0001'
21835321,1,'0.0001'
21835321,1,'0.21'
21835321,1,'0.76'
21835321,0.994,'0.0001'
9366314,1,'0.052'
9366314,1,'0.08'
8275724,0.999,'0.01'
8275724,0.998,'0.001'
8275724,0.999,'0.01'
8275724,0.998,'0.001'
8275724,0.999,'0.02'
8275724,0.998,'0.001'
22056165,1,'0.99'
22056165,1,'0.97'
22056165,1,'0.08'
22056165,0.998,'0.61'
22056165,1,'0.687'
22056165,0.999,'0.91'
22056165,1,'0.57'
22056165,1,'0.40'
22056165,1,'0.22'
22056165,0.998,'0.12'
22056165,1,'0.182'
22056165,0.993,'0.911'
22056165,1,'0.92'
24835058,1,'0.001'
24835058,0.991,'0.0001'
22695239,1,'0.025'
22695239,0.99,'0.05'
8583588,0.995,'0.008'
8583588,1,'0.016'
23498306,0.999,'0.019'
23498306,0.991,'0.902'
23498306,1,'0.010'
23498306,1,'0.024'
23498306,1,'0.028'
23498306,1,'0.004'
23498306,1,'0.019'
23498306,0.991,'0.000'
23498306,0.992,'0.009'
23498306,1,'0.000'
23498306,0.966,'0.012'
23498306,0.976,'0.006'
8625679,0.999,'0.005'
23498306,0.989,'0.05'
23498306,0.996,'0.004'
23498306,0.998,'0.723'
8625679,0.998,'0.05'
8625679,0.996,'0.005'
8625679,0.999,'0.005'
8625679,1,'0.05'
8625679,0.998,'0.005'
8625679,1,'0.05'
8625679,1,'0.005'
8681614,0.999,'0.05'
8681614,1,'0.01'
8681614,1,'0.05'
8681614,0.999,'0.001'
8681614,0.999,'0.05'
8681614,0.997,'0.01'
8681614,0.996,'0.05'
8681614,1,'0.001'
8681614,1,'0.02'
8681614,1,'0.01'
9598467,0.954,'0.015'
9598467,0.995,'0.005'
9598467,0.999,'0.034'
9598467,0.996,'0.01'
9598467,1,'0.001'
9598467,0.98,'0.01'
9598467,1,'0.03'
10362198,0.999,'0.0001'
10362198,1,'0.0001'
10362198,1,'0.039'
10362198,0.997,'0.023'
9118698,1,'0.01'
9118698,1,'0.01'
9118698,1,'0.01'
9118698,1,'0.05'
9118698,0.995,'0.01'
9118698,0.991,'0.01'
9118698,0.998,'0.05'
9118698,1,'0.05'
9118698,0.995,'0.05'
9118698,1,'0.05'
9118698,0.994,'0.05'
9118698,1,'0.05'
9118698,0.994,'0.05'
9118698,0.994,'0.05'
9118698,0.999,'0.05'
8617086,1,'0.31'
8617086,1,'0.08'
8620716,1,'0.001'
8620716,1,'0.10'
8620716,0.998,'0.06'
9266782,0.999,'0.01'
9266782,0.998,'0.01'
9474071,1,'0.05'
10658688,1,'0.01'
10658688,1,'0.008'
10658688,1,'0.03'
10658688,1,'0.03'
10658688,1,'0.03'
10658688,0.999,'0.01'
9315805,0.994,'0.001'
9315805,0.995,'0.05'
9315805,0.996,'0.005'
9315805,0.995,'0.0004'
9315805,0.992,'0.0005'
9315805,0.997,'0.01'
9315805,0.997,'0.05'
9802271,0.999,'0.26'
9802271,1,'0.21'
9802271,1,'0.82'
9802271,0.999,'0.014'
9474071,0.998,'0.002'
9474071,1,'0.05'
9474071,0.996,'0.06'
9474071,0.999,'0.53'
9474071,0.979,'0.07'
9474071,0.998,'0.38'
9474071,0.979,'0.16'
9474071,0.997,'0.18'
9474071,1,'0.001'
9474071,0.996,'0.001'
9474071,0.999,'0.001'
9474071,0.999,'0.05'
9474071,1,'0.001'
9474071,1,'0.001'
9474071,0.999,'0.01'
9474071,1,'0.001'
9474071,0.998,'0.04'
9474071,1,'0.12'
9474071,1,'0.01'
9474071,0.994,'0.005'
9474071,0.999,'0.43'
9474071,0.998,'0.004'
9474071,1,'0.12'
9474071,0.999,'0.001'
9474071,0.997,'0.001'
9474071,1,'0.038'
9474071,1,'0.004'
9474071,1,'0.23'
9474071,1,'0.004'
9474071,0.992,'0.05'
9474071,0.998,'0.04'
9474071,0.998,'0.04'
9474071,0.999,'0.01'
9474071,0.998,'0.04'
9474071,0.998,'0.02'
9474071,0.999,'0.04'
9474071,0.998,'0.001'
9474071,1,'0.001'
9474071,1,'0.001'
9474071,1,'0.02'
9525542,0.998,'0.002'
9525542,1,'0.002'
9525542,1,'0.05'
9525542,0.999,'0.0006'
9525542,0.999,'0.0002'
8181328,0.998,'0.01'
8181328,0.999,'0.04'
11705426,1,'0.03'
11705426,1,'0.04'
11705426,0.999,'0.01'
11705426,0.999,'0.66'
11705426,0.997,'0.001'
11705426,1,'0.27'
11705426,1,'0.01'
11705426,0.999,'0.06'
11705426,1,'0.02'
11705426,0.999,'0.31'
11705426,1,'0.35'
11705426,1,'0.87'
11705426,0.995,'0.19'
11705426,1,'0.05'
11705426,1,'0.05'
15017676,0.999,'0.05'
15017676,1,'0.05'
10091815,0.997,'0.0001'
10091815,1,'0.0001'
10091815,1,'0.0001'
10091815,0.999,'0.0008'
11706726,0.924,'0.772'
11706726,0.944,'0.220'
11706726,0.891,'0.90'
11706726,0.893,'0.44'
11706726,0.996,'0.5154'
11330770,0.999,'0.00005'
11330770,1,'0.00005'
10208187,0.986,'0.05'
10208187,1,'0.01'
14592392,0.997,'0.05'
14592392,0.992,'0.05'
14592392,0.987,'0.05'
14592392,0.992,'0.02'
14592392,1,'0.0001'
14592392,0.999,'0.049'
11897434,0.994,'0.020'
14592392,0.998,'0.005'
14592392,0.998,'0.053'
14592392,0.995,'0.003'
14592392,0.986,'0.004'
14592392,0.999,'0.056'
14592392,0.981,'0.086'
14592392,0.987,'0.081'
11897434,0.988,'0.05'
11897434,0.996,'0.030'
11897434,1,'0.018'
11897434,0.996,'0.020'
11897434,1,'0.02'
11897434,0.999,'0.015'
11897434,0.958,'0.078'
11897434,0.998,'0.005'
11897434,0.998,'0.005'
11897434,0.999,'0.236'
11897434,0.998,'0.0001'
11897434,0.999,'0.855'
11897434,1,'0.0001'
11897434,0.999,'0.274'
11897434,0.999,'0.0001'
11897434,1,'0.578'
15704058,0.999,'0.022'
15704058,0.998,'0.010'
15704058,0.998,'0.024'
15704058,1,'0.006'
15704058,1,'0.017'
15704058,1,'0.0006'
15704058,0.989,'0.017'
15704058,0.993,'0.001'
15704058,0.997,'0.022'
15704058,1,'0.009'
12767648,0.998,'0.99'
12767648,1,'0.99'
12767648,1,'0.001'
12767648,1,'0.18'
12767648,0.987,'0.99'
12767648,0.999,'0.049'
12767648,1,'0.38'
12767648,0.998,'0.77'
12767648,1,'0.7'
11948033,0.996,'0.030'
11948033,0.992,'0.009'
11948033,1,'0.013'
11948033,0.998,'0.009'
11948033,1,'0.016'
11948033,1,'0.003'
11948033,1,'0.008'
11948033,1,'0.035'
11948033,1,'0.617'
11948033,1,'0.008'
11948033,0.999,'0.035'
11948033,1,'0.617'
11948033,0.995,'0.043'
11948033,0.997,'0.019'
11948033,0.989,'0.003'
11948033,0.964,'0.040'
11948033,0.96,'0.026'
11948033,0.945,'0.022'
11948033,0.96,'0.010'
11948033,1,'0.001'
11948033,0.974,'0.020'
11948033,1,'0.007'
11948033,0.996,'0.001'
11948033,1,'0.002'
16053970,1,'0.001'
11948033,0.996,'0.001'
11948033,0.991,'0.025'
11948033,1,'0.005'
11948033,0.991,'0.004'
11948033,0.999,'0.001'
11948033,0.997,'0.05'
11948033,1,'0.026'
11948033,0.99,'0.013'
11948033,1,'0.001'
11948033,0.99,'0.007'
11948033,0.992,'0.016'
11948033,1,'0.001'
11948033,0.988,'0.026'
11948033,0.935,'0.035'
11948033,0.965,'0.003'
11948033,0.993,'0.030'
12791436,1,'0.03'
12791436,1,'0.002'
12791436,1,'0.001'
12791436,1,'0.01'
12791436,1,'0.02'
12791436,0.995,'0.3'
12791436,0.996,'0.06'
12791436,0.999,'0.4'
12791436,1,'0.7'
12791436,0.998,'0.045'
12791436,0.998,'0.001'
12791436,0.997,'0.04'
12791436,1,'0.01'
11997066,1,'0.007'
11997066,1,'0.04'
11997066,1,'0.3'
11997066,0.983,'0.0001'
11997066,0.973,'0.0005'
11997066,0.995,'0.0007'
11997066,0.985,'0.0001'
11997066,0.989,'0.0001'
11997066,0.997,'0.0004'
16053970,0.999,'0.0001'
16053970,1,'0.0029'
16053970,0.999,'0.0004'
16053970,1,'0.0112'
16053970,0.996,'0.0080'
16053970,1,'0.0001'
16053970,1,'0.0026'
16053970,0.997,'0.003'
16053970,1,'0.001'
16053970,1,'0.0001'
16053970,0.999,'0.0001'
16053970,0.999,'0.0001'
16053970,0.995,'0.05'
16053970,0.923,'0.02'
16053970,0.927,'0.001'
16053970,0.92,'0.03'
16053970,0.999,'0.0015'
16053970,0.998,'0.0001'
16053970,0.998,'0.0001'
16053970,0.998,'0.0232'
16053970,0.999,'0.0001'
15820160,1,'0.006'
15820160,0.999,'0.04'
15820160,0.998,'0.0001'
15820160,1,'0.006'
15820160,1,'0.0001'
15820160,1,'0.0001'
15820160,0.994,'0.0001'
15820160,1,'0.01'
15820160,1,'0.05'
15820160,1,'0.01'
15820160,1,'0.05'
15820160,0.997,'0.03'
15820160,0.997,'0.001'
15820160,0.998,'0.001'
15820160,0.999,'0.0001'
15820160,0.993,'0.0001'
15820160,0.994,'0.0001'
12006420,0.999,'0.05'
12006420,0.999,'0.05'
12006420,0.993,'0.2'
12006420,0.994,'0.7'
12006420,0.992,'0.5'
12006420,0.997,'0.5'
12006420,0.999,'0.2'
15188160,0.999,'0.001'
15188160,0.995,'0.01'
15188160,0.999,'0.001'
12423708,0.995,'0.001'
12423708,0.999,'0.001'
12423708,1,'0.001'
12423708,0.999,'0.05'
12423708,0.999,'0.001'
12423708,0.994,'0.001'
12423708,0.999,'0.05'
12423708,0.995,'0.001'
12423708,0.947,'0.05'
11591562,1,'0.05'
11591562,0.999,'0.01'
11591562,0.998,'0.01'
11591562,0.999,'0.01'
11591562,1,'0.01'
11591562,0.999,'0.01'
11591562,0.998,'0.01'
11591562,0.998,'0.05'
11591562,0.998,'0.01'
11591562,1,'0.05'
11591562,0.999,'0.01'
11591562,0.999,'0.01'
12482465,0.999,'0.001'
12482465,0.999,'0.001'
15246908,1,'0.02'
15246908,1,'0.05'
16537846,0.999,'0.01'
16537846,0.998,'0.0001'
16537846,0.997,'0.01'
16537846,1,'0.05'
16537846,1,'0.001'
16537846,0.999,'0.0001'
16537846,0.99,'0.001'
16537846,1,'0.0001'
16537846,0.998,'0.02'
16537846,0.989,'0.05'
16537846,0.99,'0.05'
16537846,0.984,'0.05'
16537846,1,'0.05'
16537846,0.999,'0.01'
16537846,1,'0.01'
16537846,0.998,'0.01'
16537846,1,'0.01'
16537846,0.999,'0.001'
16537846,0.994,'0.001'
16537846,0.987,'0.05'
16537846,0.988,'0.05'
14988825,0.997,'0.01'
14988825,1,'0.01'
14988825,0.992,'0.090'
14988825,0.995,'0.002'
14988825,0.994,'0.009'
14988825,1,'0.001'
14988825,1,'0.001'
16304304,1,'0.05'
16304304,1,'0.489'
16304304,1,'0.001'
16304304,0.998,'0.001'
16183004,1,'0.085'
16183004,1,'0.103'
16183004,0.999,'0.456'
16183004,1,'0.156'
16183004,0.999,'0.240'
16183004,1,'0.436'
16183004,1,'0.096'
16546214,1,'0.05'
16546214,0.998,'0.05'
15925118,1,'0.01'
15925118,0.999,'0.06'
15925118,0.996,'0.18'
16893710,1,'0.001'
16893710,0.999,'0.001'
16893710,0.986,'0.05'
16893710,1,'0.041'
16893710,0.999,'0.047'
16893710,1,'0.003'
16893710,0.997,'0.001'
16893710,1,'0.001'
16893710,0.999,'0.001'
16893710,1,'0.020'
16893710,0.999,'0.001'
16893710,0.999,'0.001'
16893710,1,'0.028'
16893710,0.997,'0.004'
16893710,0.997,'0.012'
16230048,0.995,'0.0001'
16230048,0.984,'0.0005'
16230048,1,'0.0001'
16230048,0.998,'0.0001'
16230048,0.995,'0.0001'
16230048,1,'0.0001'
16230048,1,'0.0001'
16230048,0.971,'0.05'
16230048,0.873,'0.0001'
16230048,0.999,'0.0032'
16230048,0.979,'0.05'
16230048,0.873,'0.0001'
16230048,1,'0.0001'
16230048,0.999,'0.05'
16230048,0.983,'0.0001'
16230048,1,'0.05'
16230048,1,'0.05'
16230048,1,'0.05'
16230048,0.999,'0.05'
16230048,0.979,'0.02'
16230048,0.992,'0.01'
16230048,0.998,'0.0001'
16230048,1,'0.0001'
16230048,0.993,'0.0001'
16230048,0.994,'0.03'
16230048,0.998,'0.02'
16230048,0.994,'0.03'
18359324,0.999,'0.01'
18359324,1,'0.01'
18359324,1,'0.04'
18359324,0.992,'0.02'
18359324,0.994,'0.03'
17544079,0.901,'0.20'
17544079,0.999,'0.2784'
16631911,0.991,'0.0001'
16631911,1,'0.003'
16631911,0.995,'0.0001'
16631911,0.993,'0.0001'
16643923,0.983,'0.05'
17291934,1,'0.85'
17291934,1,'0.05'
17291934,0.999,'0.04'
17291934,1,'0.0015'
17291934,1,'0.13'
17291934,0.972,'0.48'
17291934,0.987,'0.03'
17291934,1,'0.01'
17291934,0.959,'0.94'
17291934,0.993,'0.04'
17291934,1,'0.01'
17291934,1,'0.05'
17291934,0.998,'0.01'
17291934,0.998,'0.05'
17291934,1,'0.01'
17291934,1,'0.001'
17356099,1,'0.001'
16685024,0.984,'0.02'
16685024,0.998,'0.001'
16685024,0.996,'0.001'
16685024,0.974,'0.05'
16685024,0.99,'0.001'
17091124,0.999,'0.01'
17091124,1,'0.001'
19100573,0.985,'0.05'
18559291,0.995,'0.001'
18559291,0.997,'0.001'
18559291,1,'0.001'
18559291,0.978,'0.001'
18559291,0.995,'0.001'
18559291,0.981,'0.001'
18559291,0.974,'0.001'
18559291,0.993,'0.001'
18559291,0.985,'0.001'
18559291,0.985,'0.001'
18559291,0.985,'0.001'
18559291,0.994,'0.05'
18559291,1,'0.685'
18559291,0.998,'0.84'
18559291,0.993,'0.001'
18559291,0.998,'0.104'
18559291,1,'0.001'
18559291,0.997,'0.001'
18559291,0.995,'0.001'
18559291,0.963,'0.001'
16697316,0.992,'0.19'
16697316,0.992,'0.18'
16697316,0.996,'0.015'
16697316,1,'0.12'
16765759,0.999,'0.0003'
16765759,1,'0.0003'
16765759,1,'0.008'
18222552,1,'0.03'
18222552,1,'0.003'
18222552,0.998,'0.01'
18222552,0.999,'0.0001'
18222552,1,'0.0001'
18222552,0.999,'0.001'
18222552,0.998,'0.001'
18222552,0.998,'0.04'
18222552,1,'0.06'
18614347,1,'0.003'
18614347,0.982,'0.003'
18614347,0.999,'0.001'
18614347,0.996,'0.001'
18614347,0.995,'0.002'
18614347,0.998,'0.003'
18614347,1,'0.001'
18614347,0.996,'0.001'
18614347,0.993,'0.001'
18614347,0.992,'0.592'
18614347,0.99,'0.04'
18614347,0.983,'0.04'
18614347,1,'0.001'
18614347,1,'0.009'
18614347,0.999,'0.009'
18614347,0.999,'0.035'
18614347,0.997,'0.045'
18614347,0.999,'0.063'
18614347,1,'0.104'
19195785,1,'0.02'
19195785,1,'0.11'
19195785,1,'0.06'
19195785,1,'0.28'
19195785,0.999,'0.01'
19195785,1,'0.02'
19195785,1,'0.14'
19195785,1,'0.13'
19195785,1,'0.07'
19195785,1,'0.02'
19195785,1,'0.05'
20430262,0.998,'0.0014'
20430262,0.998,'0.0003'
20430262,0.999,'0.027'
20430262,0.999,'0.037'
19890271,0.992,'0.007'
19890271,0.997,'0.012'
19890271,0.995,'0.001'
19890271,0.991,'0.003'
19890271,0.995,'0.144'
19890271,0.991,'0.766'
19890271,0.989,'0.29'
19890271,0.994,'0.513'
21256048,0.999,'0.01'
24495406,0.999,'0.704'
24495406,1,'0.143'
21849171,0.995,'0.0001'
21849171,1,'0.03'
21849171,0.995,'0.0001'
21849171,1,'0.07'
21849171,0.999,'0.02'
21849171,1,'0.10'
21849171,0.995,'0.29'
21849171,0.997,'0.009'
21420678,0.923,'0.01'
21458217,1,'0.001'
21458217,0.999,'0.001'
21458217,1,'0.001'
21458217,1,'0.001'
